lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,0.06709227452712785,-0.6491792543395617,-0.09597040275269136,-0.012650201234850592,-1.2109984570354864,-0.18160656035724063,-0.08105272332714221,-1.7502443861976216,-0.24384012145439968,-0.056428281130769205,-2.1609806458440493,-0.3054500050169598,-0.4188805697573932,-1.1164780066306834,-0.2514818469820425,-0.756678387127451,-1.503939293275542,-0.31368013159394914,-0.9799003253304199,-1.7081344512373324,-0.3483209889715199,-1.162418178860511,-1.839589420003824,-0.37885847485986124,-0.587901586406575,-0.7795292762585369,-0.21606774130449732,-0.6531262372410758,-1.1683345165565313,-0.25481340651027357,-0.5277739089113946,-1.1259347092396834,-0.21218499148199332,-0.43666543386629647,-0.9722845879626508,-0.18847457795643666,-0.6727450189546341,-0.45765635977929436,-0.17636955354334585,-0.6744033584828536,-0.8647431693553058,-0.19022011283609716,-0.5604145780844396,-0.7991051593146764,-0.12252041055598635,-0.4875846081275429,-0.6407649891058392,-0.08826869570940754,-0.7219136215742107,-0.1915958222778793,-0.14530966159381214,-0.7054043796855545,-0.5756509555236826,-0.14861136442252712,-0.6033775834894004,-0.5140668686091329,-0.10271213742911073,-0.5541066369299819,-0.3802965980179505,-0.07094432187623455,ชอบ
0.0,0.0,0.0,0.019571704384189224,-0.6600569065409393,-0.05872295851088677,-0.06258475903141278,-1.206121573069711,-0.13369074056656233,-0.12208967984587847,-1.7295076447617193,-0.19220524080873166,-0.08395249662441552,-2.1198420002580507,-0.24903103464647794,-0.4302390494607837,-1.0836937402784927,-0.23833992496625572,-0.7845745245343576,-1.4832881936484255,-0.2897643135942774,-0.9946083759898584,-1.6601392436007507,-0.3060269341180321,-1.165694947385278,-1.7773042403783237,-0.31960028307670724,-0.6031337099526332,-0.7676818736153779,-0.21650527901839953,-0.6542324425919906,-1.163408445382702,-0.24080785337515745,-0.5293463849111717,-1.1193221226915737,-0.19134668150724038,-0.4348396937936416,-0.9900030269203697,-0.16466312447986345,-0.690061952496039,-0.46781725116129796,-0.18383284955027998,-0.6748677115007834,-0.8640237060649651,-0.1827584420779726,-0.5720700982556002,-0.7954621672361811,-0.11105738287517676,-0.49338984711809136,-0.6378035022771856,-0.07617455419506018,-0.7412506632234608,-0.22351145167258787,-0.1562052393354487,-0.7132007293845041,-0.5696595088243864,-0.13805027633602976,-0.6200895807700894,-0.5201233368385383,-0.08077807466574126,-0.5610413134548522,-0.39042198121608046,-0.04099614032828006,ชอบ
0.0,0.0,0.0,0.012064372995871995,-0.6585549854682861,-0.050207081931468694,-0.06886373469796225,-1.1809768615391514,-0.12041179687221472,-0.12094826418864997,-1.6897944881407696,-0.17785225402739036,-0.08574961291233091,-2.0621090908848827,-0.23353536658619367,-0.43931242008411414,-1.0770354863417348,-0.2211726783680297,-0.7890685493817721,-1.4634808214610755,-0.27410338718616073,-0.9938878918873937,-1.641003631121811,-0.2924784578577649,-1.157378039518133,-1.755718406524944,-0.3061293588454033,-0.6062938146540231,-0.7690120167603071,-0.20250699902538533,-0.6370939249200817,-1.1230815207157874,-0.22586263454888003,-0.5134630640073305,-1.0829518236599234,-0.1793908759459104,-0.4192082860670104,-0.9710954260382805,-0.15524126849915004,-0.6857849910614361,-0.4732284144767449,-0.17360655364288569,-0.6529893499986892,-0.8327353742400719,-0.17480646367278477,-0.5506810467781573,-0.7728872291739365,-0.10855905831926461,-0.46797562914354507,-0.6257146105638545,-0.0765822024825928,-0.7325097754564345,-0.23455960483022872,-0.14913897926814135,-0.688729682216946,-0.5474997824214307,-0.13097953073167654,-0.5917495809986079,-0.5060320846905634,-0.07551827723786286,-0.5251322880683216,-0.38520655181115077,-0.03617592088674556,ชอบ
0.0,0.0,0.0,0.0027348663127992547,-0.6487328906582859,-0.04791930706367835,-0.08577349405117331,-1.1680695795376963,-0.11609535553688978,-0.13611127531476638,-1.6777797207147453,-0.1710467330421873,-0.11059172439473199,-2.04387644395693,-0.22347250466580398,-0.4491589176234121,-1.0701754487381037,-0.22185187206646015,-0.7999313603664182,-1.45634754446577,-0.2710713735363489,-1.0043921465355932,-1.6288264087349156,-0.285186142230597,-1.1678907002003767,-1.7388917167941067,-0.295535713825857,-0.6149775078996867,-0.762018594660144,-0.20275914695651476,-0.6504478608129066,-1.118244585707753,-0.22224984310006451,-0.5296162881307169,-1.081674834708657,-0.17403160452405006,-0.4359550671101123,-0.9761263718845169,-0.14913051826521898,-0.6968474573009052,-0.46787906617710473,-0.17283412448407015,-0.6656963305453164,-0.8299075622048182,-0.16921731915280708,-0.5633640046320023,-0.7686649558156677,-0.10293956997251165,-0.4814801423934367,-0.6237954074231806,-0.07198510844866995,-0.7463927747066265,-0.2340974012021234,-0.14705768296016272,-0.7050145767591027,-0.5414376569084458,-0.12276728862942522,-0.6099714418738391,-0.4978666254337472,-0.06630792548048539,-0.5440933052290035,-0.37969723158760466,-0.027313815990498317,ชอบ
0.0,0.0,0.0,-0.001035224018013499,-0.6536675244030774,-0.04519944009552074,-0.0902320435363025,-1.1712518898256947,-0.11336054106446539,-0.14200565584209804,-1.6717592901119258,-0.1702162006510621,-0.11512424481521782,-2.037290403092543,-0.2252906473044848,-0.4501382513007869,-1.0712763291149447,-0.21354929939186792,-0.7989630488343011,-1.4402025255508235,-0.2653137441825176,-1.0022184247917711,-1.6141709345071302,-0.28307546981079174,-1.1652901842069712,-1.726641395245653,-0.2957863353395976,-0.6127877408644975,-0.7650593212056646,-0.19787998857629727,-0.6567836333205148,-1.1115456971835025,-0.22052907519738002,-0.5375467001721534,-1.0793144063948665,-0.1742711336387865,-0.4428930935616379,-0.971366210358467,-0.14992706161641167,-0.692424675588646,-0.4698015840178722,-0.1719386180784446,-0.6778906381150369,-0.818355023103068,-0.17236175179193816,-0.5769041120417363,-0.7639789648053943,-0.10561964994380209,-0.49232969469870275,-0.6236291032373397,-0.07290763757970306,-0.7411890863074748,-0.23210004561251757,-0.14994315765742744,-0.7173459308386391,-0.5272596198689016,-0.12745277482738962,-0.6251669891627374,-0.4886449177648307,-0.06884868498918392,-0.5591106703370248,-0.37087591534936915,-0.0280532095340022,ชอบ
0.0,0.0,0.0,-0.0015808947407330895,-0.6652770640169968,-0.04238458850829392,-0.0895488915807353,-1.1868136086897307,-0.11280683916702404,-0.14203127359884543,-1.693213329743057,-0.17110289677405777,-0.10894536416810602,-2.059168401893837,-0.22877121088964023,-0.452818333557606,-1.069146106158653,-0.23117560768191275,-0.8055970863859766,-1.4510218598503062,-0.2852494669524424,-1.0116780898023339,-1.626218689262262,-0.30329340143450695,-1.1756264434421508,-1.7364653263394674,-0.31594983472594457,-0.6193655085445035,-0.7548918500867442,-0.2156511883806693,-0.6660193797606068,-1.1177401403294942,-0.23381000847183747,-0.5482808257805072,-1.0907577795679426,-0.18264084273896003,-0.4526068981972107,-0.9841920659465072,-0.15735888210392038,-0.6987680813062713,-0.45160071799977425,-0.18798710615562098,-0.6825972872049306,-0.8137425047212036,-0.18460541172318815,-0.5825703123779411,-0.7619872540644528,-0.11537297290821004,-0.4963175777367009,-0.620291182866234,-0.08331704984967384,-0.7443461533648079,-0.20669496815528277,-0.1635150926459843,-0.7178035666929672,-0.5105619607766626,-0.1391807144596605,-0.6240652180999557,-0.47348800227180127,-0.07905512680559552,-0.5550235509931121,-0.3526890790237585,-0.0383910243519395,ชอบ
0.0,0.0,0.0,0.00036413348026282906,-0.655685497225106,-0.051792018798346044,-0.08342200854341594,-1.1765958757036388,-0.12372467283657737,-0.1343881197416472,-1.6852120332088392,-0.18141558842935446,-0.10832656636855044,-2.0547657860931,-0.23775368669185762,-0.4518399164900282,-1.066413200370546,-0.23175218315169963,-0.8061772343489889,-1.4546520883715277,-0.28474571611253635,-1.0086291613558396,-1.6341201616249599,-0.30251765933801705,-1.1704496226741474,-1.7490234245247878,-0.3144611803268262,-0.6181085798125201,-0.7573359020300935,-0.2106298510612398,-0.6645607506231604,-1.1262071190031555,-0.22933061690771078,-0.5439748332063893,-1.0992538101681906,-0.180803989235685,-0.4471196147423511,-0.9917698383834822,-0.156078765005937,-0.6979667105181047,-0.4611667640001825,-0.17847761860179823,-0.6810802347352097,-0.8231085837240356,-0.17544204156583557,-0.577767220468143,-0.7692534134845982,-0.10962065451799158,-0.4908056287068504,-0.6276466476067516,-0.07887359786756466,-0.7452900578184162,-0.22146346748813966,-0.1504481652849851,-0.7138176638528111,-0.5275459537358183,-0.1280797871462142,-0.6160646877266807,-0.4884196112082365,-0.07152870902605633,-0.545493675682148,-0.3689186629367382,-0.03230057918634064,ชอบ
0.0,0.0,0.0,-0.006641377180589873,-0.6524035924138789,-0.04311260844554362,-0.09226338885825987,-1.164127631943749,-0.11561035066218135,-0.14479251012183375,-1.6705805200690451,-0.17699256642574202,-0.12376034242841061,-2.0439584943717324,-0.23759880242842207,-0.4584516676789731,-1.0670770025310972,-0.22634826702118324,-0.8098949150052416,-1.4370157329350821,-0.28334127351029875,-1.0144726442448802,-1.6074748973496675,-0.3028132704444042,-1.1782077847494572,-1.7179889639733315,-0.3155188870196741,-0.6221494746609506,-0.7535951079591247,-0.21214457160443037,-0.6633913325957207,-1.0946314221192586,-0.234854592587617,-0.5424329992833228,-1.053791398282696,-0.1843394331879724,-0.44667365377065615,-0.9447205145479143,-0.15808913980408726,-0.6989604900164315,-0.44948079268366725,-0.18693336491323764,-0.6815699082144251,-0.7953676148945066,-0.19043610786159024,-0.5786619055957716,-0.7326056885740215,-0.12072986134888775,-0.49310914617757995,-0.5903535679212822,-0.08598537223105461,-0.7441739507828484,-0.20419270947603677,-0.16472155765172505,-0.7247747684672481,-0.4945842478033409,-0.14331694532206424,-0.6274724940129528,-0.45131042027976176,-0.08057910054859935,-0.5567818964540026,-0.33421881394926584,-0.036598647941439945,ชอบ
0.0,0.0,0.0,0.00507436427864664,-0.6568562087455299,-0.047590497393868995,-0.07915424882943467,-1.1814649442186347,-0.11708092183885971,-0.1332037781725487,-1.690692727912956,-0.17316772879543807,-0.1045495202830178,-2.0591292090298,-0.2277826512475834,-0.44069727013243887,-1.0723483816942965,-0.22900927528850906,-0.7980227122886058,-1.4582545858191416,-0.28096418876083973,-1.0021068716559067,-1.639016230286716,-0.295990476250352,-1.164443346144394,-1.7546770755067567,-0.3055935083194262,-0.6088625144996104,-0.765176041170662,-0.20921967641689712,-0.6552118447575779,-1.1402843504334048,-0.22647904594909132,-0.5351987255318607,-1.1089653649543547,-0.17450329195056555,-0.44028260443112927,-0.9964942998945948,-0.14736938261930824,-0.6907589905082574,-0.4706552941821563,-0.17813522728838943,-0.6725849077607217,-0.8440391660801427,-0.17417529495553397,-0.5706526429938319,-0.7860437351186357,-0.10643199384260092,-0.4851677357989553,-0.6404863507632095,-0.07436053310384673,-0.7401145041125466,-0.23202176053443055,-0.15066258791237483,-0.7124734604159398,-0.5440757172796892,-0.12566499337781276,-0.6189497581425716,-0.5040253020127875,-0.06764019175192307,-0.5505061813897911,-0.3844883334027119,-0.028095731197944663,ชอบ
0.0,0.0,0.0,-0.0005151671395215953,-0.6554280818904815,-0.044782296358663154,-0.08616383875545446,-1.1732109042917473,-0.11186579673160173,-0.13927102451736353,-1.6777405539390442,-0.16642724453850494,-0.11363448606930324,-2.044130839039551,-0.2188221263432067,-0.45086944192290695,-1.0682272414482006,-0.21556401438630277,-0.7991628446670258,-1.445551024061184,-0.2621988792903549,-0.9978246709348169,-1.6178109613625868,-0.2750153340444875,-1.1551120295762562,-1.729684771230188,-0.2843092267486179,-0.6162110545500824,-0.7623824725097451,-0.19757986041952635,-0.6541908268874427,-1.1187756688762427,-0.21350062412337015,-0.5324369082274585,-1.0848577475046906,-0.1637751299495203,-0.4374742424271584,-0.9789046596461105,-0.13860189504307843,-0.696001905780107,-0.4710477702965995,-0.16883449463593175,-0.6736055124791814,-0.8333497345174995,-0.16530817912369056,-0.5708581304175249,-0.7749867054415541,-0.09927824091282107,-0.4868318083569915,-0.6322125443754437,-0.06825528402655753,-0.7430124726864621,-0.2358816559186747,-0.1435768779847965,-0.7196238845521817,-0.5406249348958326,-0.11990747395049924,-0.6256952531264021,-0.5033148798398505,-0.062337501636659555,-0.5578696568015423,-0.3868609210169003,-0.02271167600724876,ชอบ
